Ticker,Annual Return,Annual Volatility
HDFCBANK.NS,0.08998409005964281,0.21279600764300224
ICICIBANK.NS,0.21491983068619994,0.22077367588322017
INFY.NS,0.07979929300056443,0.24140730185310613
RELIANCE.NS,0.13552227419221777,0.22731500488620984
TCS.NS,0.04007065237261885,0.20787530359055886
^NSEI,0.13688375040930387,0.13987702137349678
