Ticker,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI
HDFCBANK.NS,1.0,0.5316321692549807,0.25839035538293004,0.36344833835113827,0.2296951221460442,0.6944744478335859
ICICIBANK.NS,0.5316321692549807,1.0,0.2649894018868526,0.3671837479226001,0.21887879834699708,0.6857096937244056
INFY.NS,0.25839035538293004,0.2649894018868526,1.0,0.2734628426568721,0.702127790739697,0.5549082985249231
RELIANCE.NS,0.36344833835113827,0.3671837479226001,0.2734628426568721,1.0,0.29158231864248113,0.6899674215385252
TCS.NS,0.2296951221460442,0.21887879834699708,0.702127790739697,0.29158231864248113,1.0,0.5287847615086586
^NSEI,0.6944744478335859,0.6857096937244056,0.5549082985249231,0.6899674215385252,0.5287847615086586,1.0
