Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI,HDFCBANK.NS,ICICIBANK.NS,INFY.NS,RELIANCE.NS,TCS.NS,^NSEI
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-18,707.6265869140625,720.3745727539062,1499.8822021484375,1098.05419921875,3307.881591796875,17276.30078125,756.1749877929688,748.9000244140625,1706.949951171875,1118.8602294921875,3793.89990234375,17276.30078125,758.5,756.7999877929688,1722.5,1133.628173828125,3815.949951171875,17380.80078125,745.2249755859375,745.5499877929688,1703.5,1116.8988037109375,3757.60009765625,17219.19921875,749.1500244140625,746.8499755859375,1710.0,1128.0902099609375,3769.0,17236.05078125,7796128,8945567,5602215,6775458,3688883,189600
2022-02-21,712.1886596679688,725.713134765625,1520.7513427734375,1086.957763671875,3242.92529296875,17206.650390625,761.0499877929688,754.4500122070312,1730.699951171875,1107.553466796875,3719.39990234375,17206.650390625,765.3499755859375,762.9000244140625,1737.300048828125,1124.9058837890625,3827.800048828125,17351.05078125,747.7750244140625,740.0,1691.5,1100.4925537109375,3705.550048828125,17070.69921875,752.0,746.25,1701.0,1113.1375732421875,3810.0,17192.25,7468066,10967164,5120890,11107193,7465922,215200
2022-02-22,706.8545532226562,722.68310546875,1523.95849609375,1082.0208740234375,3126.963134765625,17092.19921875,755.3499755859375,751.2999877929688,1734.3499755859375,1102.5230712890625,3586.39990234375,17092.19921875,761.0499877929688,759.75,1751.0,1105.70751953125,3667.89990234375,17148.55078125,743.9749755859375,737.75,1691.050048828125,1083.2093505859375,3570.0,16843.80078125,744.9000244140625,738.4000244140625,1699.9000244140625,1085.8629150390625,3650.0,16847.94921875,9536196,13156371,8878515,13494914,5408531,300100
2022-02-23,702.2691650390625,716.23828125,1531.4271240234375,1075.2496337890625,3107.2587890625,17063.25,750.4500122070312,744.5999755859375,1742.8499755859375,1095.6236572265625,3563.800048828125,17063.25,762.8499755859375,756.4000244140625,1758.25,1110.6224365234375,3622.89990234375,17220.69921875,747.8250122070312,742.7000122070312,1733.4000244140625,1092.8316650390625,3555.64990234375,17027.849609375,762.5499877929688,754.5999755859375,1750.0,1108.1072998046875,3611.0,17194.5,9029562,11624282,5478811,7310110,2426203,200200
2022-02-24,664.1353759765625,680.4552612304688,1474.575927734375,1021.66943359375,2965.880615234375,16247.9501953125,709.7000122070312,707.4000244140625,1678.1500244140625,1041.0281982421875,3401.64990234375,16247.9501953125,737.4749755859375,727.0999755859375,1714.949951171875,1079.863525390625,3483.85009765625,16705.25,703.5750122070312,702.2999877929688,1670.5,1035.3287353515625,3391.10009765625,16203.25,724.9500122070312,712.9000244140625,1690.0999755859375,1063.757080078125,3474.0,16548.900390625,23630766,28023104,13592379,24846650,5039136,458000
2022-02-25,681.3072509765625,702.2424926757812,1489.0303955078125,1034.4420166015625,3069.72314453125,16658.400390625,728.0499877929688,730.0499877929688,1694.5999755859375,1054.0426025390625,3520.75,16658.400390625,732.9500122070312,739.2999877929688,1728.1500244140625,1065.1185302734375,3530.0,16748.80078125,716.4249877929688,720.25,1677.0,1050.489013671875,3462.0,16478.30078125,719.9749755859375,724.9500122070312,1715.0,1052.2657470703125,3468.0,16515.650390625,18318654,16935750,9737281,14570089,2549723,329800
2022-02-28,667.340576171875,714.41064453125,1507.4827880859375,1068.6824951171875,3098.88818359375,16793.900390625,713.125,742.7000122070312,1715.5999755859375,1088.931884765625,3554.199951171875,16793.900390625,719.2750244140625,744.75,1728.050048828125,1092.5316162109375,3563.75,16815.900390625,707.0250244140625,715.4000244140625,1665.0,1035.1441650390625,3455.89990234375,16356.2998046875,713.0,722.9500122070312,1682.199951171875,1035.1441650390625,3490.0,16481.599609375,24880832,20547432,15076542,21297446,3288942,404200
2022-03-02,643.0098266601562,687.6214599609375,1496.23583984375,1086.34619140625,3091.869140625,16605.94921875,687.125,714.8499755859375,1702.800048828125,1106.930419921875,3546.14990234375,16605.94921875,699.2000122070312,724.9500122070312,1714.4000244140625,1108.0611572265625,3571.949951171875,16678.5,677.2000122070312,707.75,1691.0,1074.9254150390625,3506.0,16478.650390625,693.25,717.0,1710.0,1077.3482666015625,3552.5,16593.099609375,38505560,25252492,6771489,21471786,2761341,517700
2022-03-03,641.4891357421875,671.7018432617188,1512.0960693359375,1077.1748046875,3090.34375,16498.05078125,685.5,698.2999877929688,1720.8499755859375,1097.5850830078125,3544.39990234375,16498.05078125,696.0,721.9500122070312,1733.9000244140625,1114.452880859375,3578.60009765625,16768.94921875,681.4500122070312,693.4500122070312,1705.550048828125,1093.7777099609375,3530.10009765625,16442.94921875,690.5,717.5999755859375,1720.199951171875,1107.599609375,3562.85009765625,16723.19921875,17527922,23190595,7344147,10186748,1928039,442100
2022-03-04,639.3836669921875,661.8422241210938,1514.2490234375,1053.2833251953125,3072.8623046875,16245.349609375,683.25,688.0499877929688,1723.300048828125,1073.240966796875,3524.35009765625,16245.349609375,693.0,706.5499877929688,1736.0,1091.1240234375,3561.199951171875,16456.0,668.4500122070312,685.0,1681.0,1070.8411865234375,3487.050048828125,16133.7998046875,680.0,691.0,1695.25,1085.9090576171875,3501.5,16339.4501953125,21219364,18697223,9074499,10805667,2370257,456100
2022-03-07,619.8722534179688,628.8487548828125,1528.7911376953125,1014.3323974609375,3038.4658203125,15863.150390625,662.4000244140625,653.75,1739.8499755859375,1033.552001953125,3484.89990234375,15863.150390625,666.1749877929688,667.0,1751.0,1067.0338134765625,3548.0,15944.599609375,648.5250244140625,642.1500244140625,1696.0,1025.45263671875,3431.550048828125,15711.4501953125,659.25,663.5,1697.0,1051.61962890625,3450.0,15867.9501953125,27054458,27799873,9742588,17983310,3054130,585400
2022-03-08,621.2759399414062,639.6702270507812,1562.489013671875,1012.4979248046875,3138.77734375,16013.4501953125,663.9000244140625,665.0,1778.199951171875,1031.682861328125,3599.949951171875,16013.4501953125,667.0,669.4500122070312,1800.0,1036.5286865234375,3609.0,16028.75,646.0,643.0,1718.449951171875,1006.0696411132812,3460.0,15671.4501953125,651.0999755859375,643.2999877929688,1718.449951171875,1020.6068725585938,3460.0,15747.75,39212492,26716975,10984500,21289374,3300992,543600
2022-03-09,641.559326171875,642.0269165039062,1593.375,1066.2139892578125,3167.244873046875,16345.349609375,685.5750122070312,667.4500122070312,1813.3499755859375,1086.416748046875,3632.60009765625,16345.349609375,687.3499755859375,674.5,1831.5999755859375,1092.3701171875,3654.0,16418.05078125,659.4249877929688,658.0,1791.0,1031.059814453125,3597.050048828125,15990.0,665.0,664.7000122070312,1791.0,1031.9136962890625,3605.0,16078.0,23134694,33728639,10193515,20414228,2719654,462200
2022-03-10,651.642578125,650.828369140625,1604.4027099609375,1083.4927978515625,3157.08740234375,16594.900390625,696.3499755859375,676.5999755859375,1825.9000244140625,1104.02294921875,3620.949951171875,16594.900390625,713.5,701.0,1844.75,1109.9071044921875,3684.0,16757.30078125,690.125,673.6500244140625,1810.199951171875,1089.1396484375,3615.0,16447.900390625,713.5,693.9500122070312,1844.75,1107.599609375,3684.0,16757.099609375,22273206,35959638,6547182,17980493,2005441,486400
2022-03-11,653.5609741210938,652.0789184570312,1600.975830078125,1086.6177978515625,3138.07958984375,16630.44921875,698.4000244140625,677.9000244140625,1822.0,1107.207275390625,3599.14990234375,16630.44921875,704.4749755859375,684.7000122070312,1831.4000244140625,1112.6761474609375,3639.85009765625,16694.400390625,686.3499755859375,670.5999755859375,1811.0,1096.546630859375,3592.85009765625,16470.900390625,694.0,674.6500244140625,1814.0,1096.546630859375,3603.25,16528.80078125,15150780,20546724,4758657,12257423,1623423,343700
2022-03-14,674.96728515625,669.6337280273438,1661.341796875,1095.5404052734375,3176.31298828125,16871.30078125,721.2750244140625,696.1500244140625,1890.699951171875,1116.298828125,3643.0,16871.30078125,725.0,698.4500122070312,1895.0,1118.8602294921875,3648.35009765625,16887.94921875,707.5,677.25,1831.550048828125,1095.6005859375,3580.0,16606.5,707.5,678.0999755859375,1831.550048828125,1101.553955078125,3580.0,16633.69921875,25018126,24648981,10289724,8340678,1765688,314700
2022-03-15,666.2877807617188,670.7879638671875,1616.177001953125,1070.448974609375,3133.50244140625,16663.0,712.0,697.3499755859375,1839.300048828125,1090.7318115234375,3593.89990234375,16663.0,724.75,708.0999755859375,1888.3499755859375,1120.49853515625,3659.0,16927.75,705.875,688.0,1830.0,1080.3018798828125,3585.39990234375,16555.0,721.75,701.5,1888.3499755859375,1120.49853515625,3659.0,16900.650390625,18867928,27714580,7140443,15925769,3651133,381600
2022-03-16,677.5875854492188,681.032470703125,1660.1995849609375,1088.5203857421875,3187.5595703125,16975.349609375,724.0750122070312,708.0,1889.4000244140625,1109.1456298828125,3655.89990234375,16975.349609375,727.5,711.4000244140625,1893.949951171875,1111.2454833984375,3668.0,16987.900390625,718.0999755859375,701.25,1849.0,1097.03125,3616.25,16837.849609375,723.5,706.9000244140625,1865.0,1099.2926025390625,3640.5,16876.650390625,13364108,14621688,5233979,11149828,3090475,260000
2022-03-17,692.5134887695312,692.6714477539062,1629.6209716796875,1124.00634765625,3202.2509765625,17287.05078125,740.0250244140625,720.0999755859375,1854.5999755859375,1145.30419921875,3672.75,17287.05078125,744.9000244140625,725.0,1923.300048828125,1152.5496826171875,3710.0,17344.599609375,735.2750244140625,716.2000122070312,1833.050048828125,1114.5682373046875,3660.300048828125,17175.75,736.0,717.7999877929688,1923.300048828125,1122.7137451171875,3696.60009765625,17202.900390625,14823954,18329844,17731459,21422098,3600452,448300
2022-03-21,695.5314331054688,683.6776123046875,1628.259033203125,1117.5296630859375,3162.100341796875,17117.599609375,743.25,710.75,1853.050048828125,1138.7047119140625,3626.699951171875,17117.599609375,746.8250122070312,722.9000244140625,1886.9000244140625,1146.3656005859375,3713.949951171875,17353.349609375,736.4000244140625,705.5,1841.0999755859375,1125.59814453125,3615.0,17096.400390625,743.5,721.0,1861.0,1127.9056396484375,3696.0,17329.5,12257876,12866839,8362085,11999466,2413831,285500
2022-03-22,699.11083984375,690.8438110351562,1658.442138671875,1146.4033203125,3226.838623046875,17315.5,747.0750122070312,718.2000122070312,1887.4000244140625,1168.1253662109375,3700.949951171875,17315.5,749.0,721.0,1890.0,1169.8790283203125,3711.0,17334.400390625,728.5999755859375,699.5,1839.0,1132.3360595703125,3625.0,17006.30078125,740.6500244140625,708.6500244140625,1850.0,1135.335693359375,3640.0,17120.400390625,10461814,11761758,5709382,22557065,2907611,338300
2022-03-23,692.13916015625,690.9401245117188,1645.2618408203125,1150.049072265625,3236.8212890625,17245.650390625,739.625,718.2999877929688,1872.4000244140625,1171.84033203125,3712.39990234375,17245.650390625,759.4000244140625,726.7999877929688,1900.0,1183.6778564453125,3729.800048828125,17442.400390625,736.7999877929688,714.25,1857.0,1164.3641357421875,3690.0,17199.599609375,753.5,725.0,1897.0,1164.3641357421875,3708.0,17405.05078125,31188256,7140403,6192824,15462187,1596195,292100
2022-03-24,675.0140380859375,677.377197265625,1657.8270263671875,1167.9166259765625,3269.474609375,17222.75,721.3250122070312,704.2000122070312,1886.699951171875,1190.0465087890625,3749.85009765625,17222.75,734.8250122070312,712.7000122070312,1894.5999755859375,1192.5848388671875,3758.199951171875,17291.75,717.2750244140625,698.0,1856.1500244140625,1158.3646240234375,3695.0,17091.150390625,733.0,702.4500122070312,1856.1500244140625,1158.3646240234375,3700.0,17094.94921875,20160044,17727969,3784303,13168266,1879046,290300
2022-03-25,669.5162353515625,672.61572265625,1648.908447265625,1175.7069091796875,3232.506103515625,17153.0,715.4500122070312,699.25,1876.550048828125,1197.984375,3707.449951171875,17153.0,726.0,706.0999755859375,1894.0,1207.2835693359375,3779.5,17294.900390625,709.5,696.6500244140625,1858.0,1189.2850341796875,3672.0,17076.55078125,725.5,705.0,1892.0,1191.8233642578125,3759.89990234375,17289.0,16366462,15263007,3438588,14222488,1690133,237100
2022-03-28,670.4053344726562,683.2928466796875,1646.579833984375,1187.5281982421875,3232.72412109375,17222.0,716.4000244140625,710.3499755859375,1873.9000244140625,1210.029541015625,3707.699951171875,17222.0,719.0,713.4000244140625,1880.9000244140625,1213.629150390625,3713.0,17235.099609375,700.7999877929688,695.6500244140625,1852.6500244140625,1193.6693115234375,3661.199951171875,17003.900390625,715.4500122070312,702.0,1866.0,1204.5145263671875,3695.0,17181.849609375,15754886,13806166,4008555,9891424,1760990,253200
2022-03-29,679.2953491210938,688.0543823242188,1657.2119140625,1187.7998046875,3230.6748046875,17325.30078125,725.9000244140625,715.2999877929688,1886.0,1210.306396484375,3705.35009765625,17325.30078125,730.125,716.9500122070312,1889.4000244140625,1217.4365234375,3722.0,17343.650390625,715.0,705.8499755859375,1860.550048828125,1203.314697265625,3691.0,17235.69921875,720.5,714.2999877929688,1873.9000244140625,1217.4365234375,3694.75,17297.19921875,12377448,11489374,3917785,8684065,2689063,235100
2022-03-30,691.06298828125,703.0601806640625,1672.9844970703125,1210.626953125,3253.5185546875,17498.25,738.4749755859375,730.9000244140625,1903.949951171875,1233.5660400390625,3731.550048828125,17498.25,741.375,731.75,1919.0,1240.5115966796875,3738.0,17522.5,727.0250244140625,719.0999755859375,1895.0,1207.791259765625,3706.199951171875,17387.19921875,736.0,721.0499877929688,1910.0,1218.3134765625,3738.0,17468.150390625,20109742,20154520,7795839,15811550,1583455,505000
2022-03-31,687.974853515625,702.4829711914062,1675.5325927734375,1193.325439453125,3260.843017578125,17464.75,735.1749877929688,730.2999877929688,1906.8499755859375,1215.9366455078125,3739.949951171875,17464.75,742.3499755859375,739.9000244140625,1913.0,1232.066162109375,3754.64990234375,17559.80078125,732.9500122070312,727.7999877929688,1894.199951171875,1213.0985107421875,3720.199951171875,17435.19921875,735.5,739.9000244140625,1900.0,1229.8740234375,3740.0,17519.19921875,14295714,16046383,5399145,13223718,2168110,281100
2022-04-01,704.6553955078125,708.2063598632812,1672.6331787109375,1202.8819580078125,3277.234619140625,17670.44921875,753.0,736.25,1903.550048828125,1225.67431640625,3758.75,17670.44921875,755.0,738.2999877929688,1910.300048828125,1229.96630859375,3763.0,17703.69921875,735.1500244140625,723.0999755859375,1878.300048828125,1210.0526123046875,3728.050048828125,17422.69921875,738.2000122070312,725.0,1886.8499755859375,1216.5135498046875,3748.0,17436.900390625,14568556,12658848,6171518,7922880,1387014,291800
2022-04-04,775.214599609375,718.1620483398438,1654.5316162109375,1206.4375,3287.348388671875,18053.400390625,828.4000244140625,746.5999755859375,1882.949951171875,1229.297119140625,3770.35009765625,18053.400390625,861.0499877929688,749.7999877929688,1893.0,1234.5120849609375,3780.0,18114.650390625,781.2750244140625,725.0,1873.0,1219.12109375,3737.10009765625,17791.400390625,790.0,742.0,1889.75,1225.48974609375,3762.0,17809.099609375,97450970,17192197,7364074,7929162,1472994,345500
2022-04-05,752.4981689453125,713.544921875,1635.3323974609375,1189.385009765625,3326.103759765625,17957.400390625,804.125,741.7999877929688,1861.0999755859375,1211.921630859375,3814.800048828125,17957.400390625,833.3499755859375,755.4500122070312,1889.5999755859375,1232.158447265625,3835.60009765625,18095.44921875,801.0,738.0,1857.1500244140625,1209.45263671875,3772.0,17921.55078125,833.3499755859375,746.7999877929688,1883.800048828125,1223.482177734375,3772.0,18080.599609375,30922582,12290391,5472024,13149870,2314947,283500
2022-04-06,725.6406860351562,713.3526000976562,1606.99462890625,1186.21484375,3274.27001953125,17807.650390625,775.4249877929688,741.5999755859375,1828.8499755859375,1208.691162109375,3755.35009765625,17807.650390625,794.9000244140625,744.9000244140625,1857.5,1215.8212890625,3809.300048828125,17901.0,773.6749877929688,732.0999755859375,1822.1500244140625,1193.9462890625,3731.14990234375,17779.849609375,793.8499755859375,732.2999877929688,1855.0,1193.9462890625,3809.300048828125,17842.75,27027860,13518142,5407453,12257215,2051729,328800
2022-04-07,709.6854248046875,720.037841796875,1591.3101806640625,1165.2899169921875,3212.19091796875,17639.55078125,758.375,748.5499877929688,1811.0,1187.369873046875,3684.14990234375,17639.55078125,770.6749877929688,757.7999877929688,1828.1500244140625,1202.6685791015625,3745.5,17787.5,756.8499755859375,737.0999755859375,1807.550048828125,1184.6700439453125,3679.0,17623.69921875,770.6500244140625,737.0999755859375,1821.050048828125,1197.63818359375,3745.5,17723.30078125,40781732,15087175,5797544,15496499,2494829,308800
2022-04-08,708.7027587890625,725.56884765625,1594.4735107421875,1184.6746826171875,3213.4990234375,17784.349609375,757.3250122070312,754.2999877929688,1814.5999755859375,1207.1220703125,3685.64990234375,17784.349609375,762.875,756.0,1838.0,1211.4371337890625,3705.0,17842.75,748.6500244140625,743.5999755859375,1808.0,1181.4395751953125,3642.5,17600.55078125,756.0499877929688,749.8499755859375,1823.0,1181.4395751953125,3690.0,17698.150390625,41256322,15480705,5131446,15152495,2296773,274400
2022-04-11,700.0466918945312,730.6669921875,1552.25244140625,1182.2064208984375,3222.871337890625,17674.94921875,748.0750122070312,759.5999755859375,1766.550048828125,1204.60693359375,3696.39990234375,17674.94921875,755.0,765.4500122070312,1814.0,1217.6904296875,3712.35009765625,17779.05078125,746.625,751.6500244140625,1762.550048828125,1192.0540771484375,3656.10009765625,17650.94921875,753.0,752.2999877929688,1814.0,1199.8995361328125,3690.0,17740.900390625,20799066,13216391,8248407,9254209,2291660,251700
2022-04-12,698.8067626953125,734.7550048828125,1531.075927734375,1159.9454345703125,3218.250732421875,17530.30078125,746.75,763.8499755859375,1742.449951171875,1181.9241943359375,3691.10009765625,17530.30078125,753.4249877929688,768.9000244140625,1757.5,1201.0994873046875,3739.0,17595.30078125,740.0750122070312,750.25,1727.75,1179.316650390625,3648.35009765625,17442.349609375,742.0,757.0,1757.5,1193.9000244140625,3683.0,17584.849609375,27435402,14020000,6456184,13217742,4483476,266000
2022-04-13,685.4482421875,733.2160034179688,1536.4359130859375,1155.68798828125,3192.8349609375,17475.650390625,732.4749755859375,762.25,1748.550048828125,1177.5860595703125,3661.949951171875,17475.650390625,751.1500244140625,772.5499877929688,1757.5,1196.4844970703125,3709.85009765625,17663.650390625,731.3250122070312,760.7000122070312,1732.0,1174.747802734375,3655.550048828125,17457.400390625,745.0,769.5999755859375,1754.949951171875,1188.13134765625,3707.0,17599.900390625,28892520,16119956,6257693,10354235,1621672,245100
2022-04-18,652.9292602539062,728.9354858398438,1424.7103271484375,1152.1551513671875,3076.088623046875,17173.650390625,697.7249755859375,757.7999877929688,1621.4000244140625,1173.986328125,3528.050048828125,17173.650390625,715.8250122070312,762.9000244140625,1650.0,1181.3472900390625,3610.0,17237.75,695.0250244140625,749.2000122070312,1590.0,1163.810302734375,3522.5,17067.849609375,709.4249877929688,751.0,1605.5,1168.9791259765625,3610.0,17183.44921875,45620376,17651530,30523965,9974224,3820792,376100
2022-04-19,628.013671875,737.1116943359375,1372.5159912109375,1196.065673828125,3027.13134765625,16958.650390625,671.0999755859375,766.2999877929688,1562.0,1218.728759765625,3471.89990234375,16958.650390625,694.7750244140625,777.9000244140625,1636.6500244140625,1231.2816162109375,3563.550048828125,17275.650390625,663.5,757.0,1550.0,1177.3092041015625,3439.14990234375,16824.69921875,690.4500122070312,761.7999877929688,1636.6500244140625,1180.5166015625,3550.0,17258.94921875,74096022,31088359,17044923,26141820,3170014,401400
2022-04-20,633.67529296875,726.7711791992188,1395.0985107421875,1231.234619140625,3101.155029296875,17136.55078125,677.1500244140625,755.5499877929688,1587.699951171875,1254.564208984375,3556.800048828125,17136.55078125,679.9500122070312,770.0,1596.300048828125,1261.7406005859375,3569.14990234375,17186.900390625,667.6749877929688,753.7999877929688,1563.0,1222.5592041015625,3480.0,16978.94921875,677.2249755859375,766.7999877929688,1575.0,1226.251220703125,3500.0,17045.25,49325736,15984202,10678747,25072240,2640370,286100
2022-04-21,643.0565795898438,733.3121337890625,1422.4256591796875,1260.06298828125,3163.80029296875,17392.599609375,687.1749877929688,762.3499755859375,1618.800048828125,1283.938720703125,3628.64990234375,17392.599609375,689.9000244140625,764.2000122070312,1627.199951171875,1287.123046875,3644.0,17414.69921875,676.6500244140625,751.2000122070312,1589.25,1260.8175048828125,3567.39990234375,17215.5,682.5,759.0499877929688,1595.0,1269.5399169921875,3580.0,17234.599609375,52446270,8953098,7766514,21708633,2280996,285200
2022-04-22,634.2835693359375,719.172119140625,1393.121337890625,1249.5098876953125,3149.763671875,17171.94921875,677.7999877929688,747.6500244140625,1585.449951171875,1273.185791015625,3612.550048828125,17171.94921875,687.6749877929688,758.8499755859375,1610.699951171875,1293.12255859375,3617.0,17315.30078125,674.5750122070312,745.9000244140625,1582.4000244140625,1266.4478759765625,3571.5,17149.19921875,680.0,757.0,1604.3499755859375,1273.23193359375,3581.10009765625,17242.75,20659148,14411607,8134245,15054154,1581465,262700
2022-04-25,639.03271484375,723.548828125,1371.7252197265625,1220.6138916015625,3093.65673828125,16953.94921875,682.875,752.2000122070312,1561.0999755859375,1243.7420654296875,3548.199951171875,16953.94921875,685.3250122070312,762.2000122070312,1572.800048828125,1273.0010986328125,3584.0,17054.30078125,661.125,744.0,1554.0999755859375,1229.2740478515625,3533.10009765625,16888.69921875,675.0,747.6500244140625,1572.800048828125,1265.6171875,3558.0,17009.05078125,20935488,35417460,7000570,17063215,1960694,275700
2022-04-26,641.98046875,725.039794921875,1389.2109375,1257.1414794921875,3091.999755859375,17200.80078125,686.0250244140625,753.75,1581.0,1280.9620361328125,3546.300048828125,17200.80078125,690.9749755859375,768.5499877929688,1592.0,1289.89208984375,3587.89990234375,17223.849609375,678.5750122070312,751.6500244140625,1566.550048828125,1249.6031494140625,3518.14990234375,17064.44921875,686.0,768.0,1577.199951171875,1250.66455078125,3575.14990234375,17121.30078125,17016842,18727514,5345435,12227666,1943469,261100
2022-04-27,642.21435546875,708.6392211914062,1364.4320068359375,1258.3646240234375,3104.99169921875,17038.400390625,686.2750244140625,736.7000122070312,1552.800048828125,1282.2081298828125,3561.199951171875,17038.400390625,689.5,750.0,1572.75,1305.12158203125,3568.449951171875,17110.69921875,678.0499877929688,732.5499877929688,1550.3499755859375,1271.455078125,3506.300048828125,16958.44921875,680.0,749.0,1572.75,1271.8243408203125,3546.0,17073.349609375,18054334,21441480,8819356,19338945,1727648,265100
2022-04-28,641.6528930664062,718.691162109375,1390.6170654296875,1277.1605224609375,3125.132568359375,17245.05078125,685.6749877929688,747.1500244140625,1582.5999755859375,1301.3603515625,3584.300048828125,17245.05078125,689.5,751.9000244140625,1601.800048828125,1315.736083984375,3604.39990234375,17322.5,681.0499877929688,734.6500244140625,1557.449951171875,1285.78466796875,3538.050048828125,17071.05078125,686.0,739.0999755859375,1570.0,1296.79150390625,3588.0,17189.5,20773722,18649559,9245177,25614076,1703660,312900
2022-04-29,647.8525390625,714.9877319335938,1377.3927001953125,1263.7542724609375,3092.34912109375,17102.55078125,692.2999877929688,743.2999877929688,1567.550048828125,1287.699951171875,3546.699951171875,17102.55078125,702.375,759.9500122070312,1597.300048828125,1318.11279296875,3623.25,17377.650390625,685.7750244140625,740.0999755859375,1560.800048828125,1281.7235107421875,3536.85009765625,17053.25,690.1749877929688,750.0999755859375,1590.0,1318.11279296875,3597.0,17329.25,28401476,19560317,9831395,18214862,2051115,336200
2022-05-02,656.7894287109375,712.775390625,1354.0633544921875,1259.3157958984375,3088.599853515625,17069.099609375,701.8499755859375,741.0,1541.0,1283.17724609375,3542.39990234375,17069.099609375,703.2249755859375,743.7999877929688,1552.75,1294.73779296875,3547.949951171875,17092.25,681.0250244140625,731.0999755859375,1531.0,1272.839599609375,3492.75,16917.25,681.0250244140625,732.0,1550.9000244140625,1274.66259765625,3519.89990234375,16924.44921875,19494316,10903446,7072627,9467006,1324161,278200
2022-05-04,634.470703125,696.6634521484375,1349.274658203125,1220.0023193359375,3033.975341796875,16677.599609375,678.0,724.25,1535.550048828125,1243.1190185546875,3479.75,16677.599609375,701.7999877929688,747.0,1570.0,1287.5845947265625,3545.449951171875,17132.849609375,675.0,721.1500244140625,1530.1500244140625,1235.112060546875,3465.300048828125,16623.94921875,700.0,746.2000122070312,1547.25,1285.277099609375,3538.5,17096.599609375,29055916,12212165,6220959,19247660,2305825,310600
2022-05-05,633.0435791015625,701.0400390625,1392.8577880859375,1196.1109619140625,3063.31494140625,16682.650390625,676.4749755859375,728.7999877929688,1585.1500244140625,1218.77490234375,3513.39990234375,16682.650390625,687.5,743.0,1589.4000244140625,1259.89453125,3533.0,16945.69921875,673.25,726.5,1557.449951171875,1214.6676025390625,3485.35009765625,16651.849609375,687.5,730.7999877929688,1560.050048828125,1256.894775390625,3512.10009765625,16854.75,17862912,9121547,6144870,17210669,1612262,265800
2022-05-06,616.5032958984375,691.8538818359375,1355.68896484375,1186.9393310546875,2992.86669921875,16411.25,658.7999877929688,719.25,1542.8499755859375,1209.4295654296875,3432.60009765625,16411.25,667.5,723.0,1561.8499755859375,1227.1280517578125,3474.5,16484.19921875,656.5,710.2999877929688,1535.050048828125,1196.9228515625,3424.5,16340.900390625,665.0,716.25,1550.0,1205.5299072265625,3459.0,16415.55078125,26731268,12455025,6171472,19649948,2010812,300500
2022-05-09,617.55615234375,683.2928466796875,1379.85302734375,1140.583251953125,3003.764892578125,16301.849609375,659.9249877929688,710.3499755859375,1570.3499755859375,1162.195068359375,3445.10009765625,16301.849609375,663.25,720.0,1586.800048828125,1198.561279296875,3456.0,16403.69921875,647.75,704.4500122070312,1522.1500244140625,1156.9801025390625,3346.85009765625,16142.099609375,650.0,705.2999877929688,1540.0,1188.3389892578125,3398.0,16227.7001953125,32762434,13055889,6832202,18083752,2481830,288400
2022-05-10,627.4756469726562,684.2067260742188,1364.60791015625,1120.813232421875,2998.228271484375,16240.0498046875,670.5250244140625,711.2999877929688,1553.0,1142.050537109375,3438.75,16240.0498046875,676.5,720.0,1569.1500244140625,1166.0255126953125,3464.800048828125,16404.55078125,657.5250244140625,705.0,1546.050048828125,1134.3665771484375,3422.0,16197.2998046875,657.5250244140625,705.0,1558.0,1151.442138671875,3434.0,16248.900390625,20113812,12797419,6212545,19511677,1622685,283100
2022-05-11,631.0081787109375,686.9961547851562,1341.5421142578125,1109.3319091796875,2974.904296875,16167.099609375,674.2999877929688,714.2000122070312,1526.75,1130.3515625,3412.0,16167.099609375,677.5,719.7999877929688,1549.949951171875,1146.8040771484375,3448.449951171875,16318.75,664.3250122070312,707.1500244140625,1511.5999755859375,1117.7294921875,3382.14990234375,15992.599609375,676.5,718.0,1549.949951171875,1141.1275634765625,3435.0,16270.0498046875,17102924,13516852,7846080,16643899,1841769,284300
2022-05-12,616.784423828125,669.2969970703125,1325.769775390625,1086.7313232421875,2971.984130859375,15808.0,651.5250244140625,695.7999877929688,1508.800048828125,1107.32275390625,3408.64990234375,15808.0,663.4000244140625,710.7000122070312,1527.5,1123.682861328125,3449.699951171875,16041.9501953125,646.5,693.2999877929688,1504.300048828125,1093.754638671875,3350.10009765625,15735.75,660.5499877929688,707.5499877929688,1514.0,1120.2908935546875,3378.0,16021.099609375,22382290,16685166,7034979,20490321,2807195,314900
